ma_item,ten_san_pham,tu_khoa,cap_bao_bi,site_ap_dung,thi_truong,so_thang_tctp,so_thang_hddg,so_thang_ap_dung,nguon_hsd,quy_tac_hsd,quy_tac_ngay_tran,dong1_loai,dong1_nhan,dong1_mau_ngay,dong1_thanh_phan,dong2_loai,dong2_nhan,dong2_mau_ngay,dong2_thanh_phan,dong3_loai,dong3_nhan,dong3_mau_ngay,dong3_thanh_phan,dong4_loai,dong4_nhan,dong4_mau_ngay,dong4_thanh_phan,ghi_chu_in,nguon_form,trang_thai,trang_thai_duyet,nguoi_cap_nhat,cap_nhat_luc,ngay_ra_soat_ke_tiep,canh_bao
03OT00349,TOCS Sriracha (CD) XK Hàn (Hyosung) 3bl x 8chai x 275gr,,gói; thùng,MIP,KR,,,,,NSX + N tháng,LUI_CUOI_THANG,,,,hh:mm #*S,,,,,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất],,Đang áp dụng,CHO_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,thiếu số tháng HSD · không in dòng hạn sử dụng
03OT00405,TOCS XK Canada (Hen Long) 3bl x 8 chai x 235ml,,gói; thùng,MIP,CA,,,,,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,YYYY MM DD,,LOT,LOT,DDMMYY,,,,,hh:mm #*S,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] Best before and Lot code: See on bottle shoulder,Thực tế in,Đang áp dụng,CHO_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,thiếu số tháng HSD
03OT00406,TOCS XK Canada (Hen Long) 2bl x 6chai x 450ml,,gói; thùng,MIP,CA,,,,,NSX + N tháng,LUI_CUOI_THANG,,,,hh:mm #*S,,,,,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất],,Đang áp dụng,CHO_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,thiếu số tháng HSD · không in dòng hạn sử dụng
03OT00453,TOCS Sriracha XK Mỹ (Seattle) 16bịch x 50gói x 10gr,,gói; thùng,MIP,US,,,,,NSX + N tháng,LUI_CUOI_THANG,,,,hh:mm #*S,,,,,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất],,Đang áp dụng,CHO_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,thiếu số tháng HSD · không in dòng hạn sử dụng
03OT00459,TOCS chua ngọt XK Nga 24chai x 265gr (CT),,gói; thùng,MIP,RU,,,,,NSX + N tháng,LUI_CUOI_THANG,,,,hh:mm #*S,,,,,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất],,Đang áp dụng,CHO_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,thiếu số tháng HSD · không in dòng hạn sử dụng
03OT00460,TOCS Original XK Canada (88 Supermarket) 3bl x 8chai x 235ml,,gói; thùng,MIP,CA,,,,,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,YYYY MM DD,,LOT,LOT,DDMMYY,,,,,hh:mm #*S,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] Best before and Lot code: See on bottle shoulder,Thực tế in,Đang áp dụng,CHO_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,thiếu số tháng HSD
03OT00461,TOCS Original XK Canada (88 Supermarket) 2bl x 6chai x 450ml,,gói; thùng,MIP,CA,,,,,NSX + N tháng,LUI_CUOI_THANG,,,,hh:mm #*S,,,,,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất],,Đang áp dụng,CHO_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,thiếu số tháng HSD · không in dòng hạn sử dụng
03OT00463,TOCS Sriracha XK (CT) Canada (88 Supermarket) 3bl x 8chai x 235ml,,gói; thùng,MIP,CA,,,,,NSX + N tháng,LUI_CUOI_THANG,,,,hh:mm #*S,,,,,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất],,Đang áp dụng,CHO_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,thiếu số tháng HSD · không in dòng hạn sử dụng
03OT00464,TOCS Original XK Canada (Choy-Foong) 3bl x 8chai x 235ml,,gói; thùng,MIP,CA,,,,,NSX + N tháng,LUI_CUOI_THANG,EXPIRY,BBF,YYYY MM DD,,LOT,LOT,DDMMYY,,,,,hh:mm #*S,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] Best before and Lot code: See on bottle shoulder,Thực tế in,Đang áp dụng,CHO_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,thiếu số tháng HSD
03OT00465,TOCS Original XK Canada (Choy-Foong) 2bl x 6chai x 450ml,,gói; thùng,MIP,CA,,,,,NSX + N tháng,LUI_CUOI_THANG,,,,hh:mm #*S,,,,,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất],,Đang áp dụng,CHO_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,thiếu số tháng HSD · không in dòng hạn sử dụng
03OT00467,TOCS Sriracha XK (CT) Canada (Choy-Foong) 3bl x 8chai x 235ml,,gói; thùng,MIP,CA,,,,,NSX + N tháng,LUI_CUOI_THANG,,,,hh:mm #*S,,,,,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất],,Đang áp dụng,CHO_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,thiếu số tháng HSD · không in dòng hạn sử dụng
03OT00481,TOCS Sriracha XK Canada (Hen Long) (CT-CBQ) 3bl x 8chai x 235ml,,gói; thùng,MIP,CA,,,,,NSX + N tháng,LUI_CUOI_THANG,,,,hh:mm #*S,,,,,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất],,Đang áp dụng,CHO_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,thiếu số tháng HSD · không in dòng hạn sử dụng
03OT00489,Tương ớt CHIN-SU chai tròn XK Cambodia 4bl x 6chai x 450gr,,gói; thùng,MIP,KH,,,,,NSX + N tháng,LUI_CUOI_THANG,,,,hh:mm #*S,,,,,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất],,Đang áp dụng,CHO_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,thiếu số tháng HSD · không in dòng hạn sử dụng
08TL00062,NTL WK 247 - 4bl x 6chai x 330ml XK China,,lon/chai; thùng,MIP,CN,,,,,NSX + N tháng,LUI_CUOI_THANG,PROD,NSX,DDMMYY,hh:mm,EXPIRY,HSD,DDMMYY,#*S,,,,,,,,,,,Đang áp dụng,CHO_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,thiếu số tháng HSD
99NM80085,NMCS chua ngọt XK Mỹ 4canx4.8L,,gói; thùng,MIP,US,,,,,NSX + N tháng,LUI_CUOI_THANG,,,,,,,,,,,,,,,,,[bao bì không in NSX — mốc gốc lấy từ lệnh sản xuất] Chưa sx · Chưa sx,,Đang áp dụng,CHO_DUYET,nhập từ Master_DateCode.xlsx,2026-08-31,2027-08-31,thiếu số tháng HSD · không in dòng hạn sử dụng
